Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw
92.5,-0.06,-0.023,0.018,-1.574,-0.006,-2.785
86,-0.037,0.014,-0.025,-1.595,-0.006,0.209
107.6,-0.083,-0.001,0.007,-1.58,0.036,0.265
84.8,0.008,0.01,-0.002,-1.527,-0.044,1.175
100.4,-0.018,-0.029,-0.002,-1.522,-0.017,2.368
112.5,-0.027,0.038,0.001,-1.508,-0.003,1.485
76.2,0.016,0.024,0.032,-1.511,-0.036,0.093
115.4,-0.072,-0.018,-0.022,-1.592,0.02,-1.345
73.4,-0.015,-0.053,0.027,-1.605,0.014,-0.078
122.3,-0.019,0.029,0.017,-1.564,0.022,-2.914
68.4,0.002,-0.008,-0.036,-1.501,0.007,1.177
75.2,-0.008,-0.027,-0.009,-1.619,0.196,-0.598
79.7,0.005,-0.004,0.03,-1.532,-0.021,3.009
94.9,0.016,0.02,-0.024,-1.537,-0.031,1.556
85.9,-0.007,0.024,0.026,-1.573,-0.016,-0.229
111.2,-0.025,0.01,-0.001,-1.55,0.011,1.819
84.8,-0.026,0.006,-0.107,-1.391,0.023,-2.745
97.8,-0.038,0.022,0.042,-1.553,-0.019,0.092
73.5,-0.023,-0.011,0.028,-1.595,-0.03,1.785
117.8,-0.019,0,0.017,-1.557,0.031,2.835
85.4,0.009,-0.036,-0.019,-1.561,0.009,-2.998
119.2,-0.032,0.014,0.068,-1.611,-0.067,2.488
95.8,-0.045,0.046,-0.001,-1.541,-0.04,0.064
93.6,-0.042,-0.007,-0.034,-1.562,-0.187,-1.441
101.8,-0.036,-0.005,0.007,-1.516,0.002,-1.267
121.9,-0.026,0.008,-0.034,-1.512,-0.136,-2.152
116.1,-0.009,-0.003,0.019,-1.542,0.006,2.526
102.6,-0.022,-0.002,-0.003,-1.574,-0.01,3.086
104.8,-0.042,-0.009,-0.01,-1.557,-0.003,0.031
87.5,-0.011,-0.018,-0.059,-1.536,-0.018,-0.612
93.2,-0.022,-0.028,-0.024,-1.526,-0.093,-1.915
87.6,0.029,-0.015,0.003,-1.6,-0.007,-0.247
86.8,-0.006,0.023,0.002,-1.555,-0.026,-1.39
99.4,0.001,-0.002,0.008,-1.55,0.011,-2.809
81.2,-0.026,-0.041,0.048,-1.563,-0.03,-0.62
132.8,0.009,0.027,0.026,-1.55,-0.032,-2.143
121.7,0.044,-0.009,0.002,-1.546,0.001,0.172
80.7,0.014,0.013,0.008,-1.594,-0.022,1.349
98.2,0.03,0.001,0.01,-1.593,0.019,0.339
138.6,-0.113,-0.03,0.024,-1.512,-0.067,0.383
106.1,-0.042,0.015,-0.001,-1.519,0.048,-0.679
122.3,0.003,-0.025,-0.029,-1.54,-0.052,2.558
90.1,-0.013,-0.008,0.019,-1.559,0.03,0.084
96.4,-0.041,-0.059,0.035,-1.558,0.071,0.822
85.3,0.02,0.024,0.014,-1.554,-0.035,-0.745
97.4,-0.023,0.002,0.005,-1.584,0.012,0.118
88.2,-0.021,-0.006,0.006,-1.583,0.05,0.405
85.4,0.002,0.011,-0.035,-1.572,0.012,0.512
94.7,-0.02,0.016,0.001,-1.578,-0.055,-1.419
89.8,0.027,-0.025,-0.026,-1.502,-0.065,-1.118
90.1,-0.027,0.026,-0.007,-1.529,0.061,1.656
90.1,-0.019,-0.013,-0.007,-1.545,-0.025,-1.789
103.8,-0.009,-0.033,-0.003,-1.57,-0.004,3.081
104.5,-0.03,0.017,-0.002,-1.556,-0.013,-3.051
105.5,-0.029,0.05,-0.048,-1.61,-0.039,-1.427
81.2,0.008,0.011,0.025,-1.558,-0.011,1.96
95.4,-0.012,-0.036,-0.03,-1.5,-0.05,-1.09
89.2,0.001,0.026,0.014,-1.56,-0.01,-0.172
121.6,0.014,0.017,-0.016,-1.571,0.004,0.173
82.6,0.02,0.002,-0.003,-1.566,-0.002,-0.183
120.9,0.014,-0.011,-0.048,-1.494,0.009,-0.856
83.9,-0.051,-0.025,-0.015,-1.52,-0.007,-0.31
81.1,0.014,0.008,-0.017,-1.553,-0.009,2.891
84.5,-0.032,0.006,0.007,-1.579,0.061,0.308
97.5,0.014,-0.018,-0.036,-1.558,0.011,0.106
70.1,0.007,-0.016,0.005,-1.574,0.034,0.465
99.9,-0.013,0.02,-0.022,-1.495,-0.039,0.407
95.9,-0.005,0.003,0.027,-1.599,0.009,-0.572
84.8,-0.026,0.003,0.009,-1.511,-0.02,1.892
74.8,-0.017,0.003,0.051,-1.57,0.004,-0.915
97.3,-0.002,-0.011,-0.008,-1.518,-0.016,0.755
114.8,-0.016,0.003,-0.005,-1.526,-0.033,1.8
107.3,0.022,-0.01,0.012,-1.591,0.031,0.372
0,0.022,0.012,0.004,-1.563,0.023,0.021
87.4,-0.008,-0.006,0.005,-1.525,-0.062,-1.343
85.5,-0.092,-0.472,-0.04,-1.597,-0.445,-0.413
104.1,-0.003,0.004,0.025,-1.554,0.035,-0.755
88.4,-0.02,-0.093,0.043,-1.574,-0.018,-2.469
85.4,0.002,-0.002,-0.004,-1.589,-0.011,-0.214
96.3,0.01,-0.015,-0.046,-1.566,0.01,-0.298
105.8,-0.018,-0.012,-0.142,-1.457,-0.021,-2.489
116.2,-0.012,-0.022,0.01,-1.601,-0.01,2.586
91.6,0.031,0.02,-0.031,-1.56,-0.005,0.698
145.1,0.007,-0.008,-0.039,-1.524,-0.024,0.473
92.5,-0.008,0.01,0.024,-1.606,-0.009,-1.056
98.4,-0.034,0.018,-0.002,-1.566,-0.017,-2.819
89.5,-0.013,0.006,0.02,-1.564,-0.001,-0.052
94.1,0,0.018,0.027,-1.578,0.012,-0.805
105.3,0.001,0.002,0,-1.563,0,-0.828
83.3,-0.043,-0.001,-0.015,-1.528,0.017,0.036
90.4,-0.039,-0.024,-0.007,-1.543,0.05,-0.971
112.4,-0.05,0.013,0,-1.546,-0.022,-1.32
84.5,-0.036,0.005,0.011,-1.601,0.002,0.012
71.8,-0.001,0.007,0.038,-1.567,0.02,-0.228
87.7,0.042,0.015,-0.02,-1.607,0.026,0.674
101.2,0.003,-0.004,0.02,-1.612,0.024,1.901
82.6,0.017,-0.008,0.011,-1.578,-0.012,1.947
90.1,-0.007,-0.003,0.004,-1.568,-0.018,0.793
130.6,-0.064,-0.381,-0.089,-1.608,-0.344,-0.511
100.3,0.01,0.022,-0.027,-1.536,0.006,0.091
94.8,0.004,-0.014,-0.027,-1.556,0.001,-3.081
61.6,-0.014,0,0.007,-1.582,-0.036,-1.887
115.5,0.002,0.004,-0.006,-1.589,-0.015,2.484
81.8,-0.012,-0.014,0.027,-1.546,-0.003,0.313
96.9,-0.041,-0.006,-0.094,-1.489,0.046,-1.545
92.3,-0.06,-0.029,-0.017,-1.549,0.004,0.146
87.4,-0.044,0.028,-0.023,-1.516,0.005,0.615
77.3,-0.007,0.014,-0.021,-1.524,0.032,2.839
101,0.01,-0.054,0.001,-1.575,0.007,1.723
112.1,-0.015,0.001,-0.007,-1.573,0.019,0.011
91.3,-0.11,-0.38,-0.007,-1.522,-0.404,-0.425
87.9,-0.018,-0.074,0.058,-1.503,-0.001,0.776
87.1,0.003,-0.015,0.016,-1.539,-0.008,0.357
91.7,-0.012,-0.002,-0.005,-1.544,-0.013,-1.384
89.6,-0.11,-0.485,-0.017,-1.536,-0.444,-0.283
75.4,0.009,-0.006,-0.006,-1.589,0.007,-0.003
92.3,-0.017,-0.019,-0.061,-1.575,0.036,-1.831
82.9,-0.022,-0.003,0.025,-1.57,-0.003,-2.889
85.3,-0.129,-0.398,-0.054,-1.594,-0.417,-0.369
92.9,-0.045,-0.003,0.006,-1.564,0.05,0.164
100.9,0.049,-0.011,0.009,-1.56,-0.007,-3.046
99.8,-0.003,-0.005,0.054,-1.567,-0.002,-0.819
82.8,-0.016,-0.025,-0.015,-1.559,-0.009,0.358
98.7,-0.021,-0.013,0.004,-1.584,-0.045,1.722
71.8,-0.007,0.004,-0.022,-1.558,0,-1.371
110.5,-0.004,-0.003,-0.01,-1.531,-0.014,1.808
74.2,-0.006,-0.014,0.001,-1.611,-0.036,2.12
86.4,-0.001,0.014,-0.004,-1.592,0.001,1.766
85.9,-0.078,-0.383,0.063,-1.479,-0.391,-0.374
108.3,-0.024,0.008,-0.017,-1.527,0.035,2.447
107.8,-0.026,-0.004,0.018,-1.615,0.049,-1.644
66,0.03,-0.048,-0.046,-1.562,-0.016,-0.408
78.6,-0.067,-0.018,-0.037,-1.543,-0.01,2.177
84.1,-0.014,-0.026,0.054,-1.606,0.068,-0.639
85.9,-0.002,-0.013,0.013,-1.617,-0.049,-0.021
100.9,-0.002,0,0.002,-1.511,0.016,-0.9
93.9,-0.015,0,-0.018,-1.586,-0.051,-2.567
122.5,-0.026,-0.025,-0.011,-1.514,-0.034,-2.523
107.3,-0.044,-0.038,0.013,-1.523,-0.066,-1.668
96.6,-0.007,-0.006,-0.004,-1.522,-0.038,1.582
119,-0.002,-0.005,-0.013,-1.549,0.021,1.913
93.5,-0.009,0.016,0.006,-1.611,-0.037,-0.008
91.2,-0.091,-0.414,-0.012,-1.587,-0.433,-0.468
104.1,-0.072,-0.448,-0.066,-1.67,-0.351,-0.564
81.2,-0.008,-0.014,0.004,-1.523,0.051,0.47
91.7,-0.094,0.031,0.041,-1.501,0.008,1.394
97.9,-0.017,-0.001,0.017,-1.552,-0.018,-1.325
112.7,-0.04,0.032,0.04,-1.515,-0.138,0.311
90.8,-0.021,0.005,0.009,-1.572,-0.005,-0.063
112.6,0.012,0.136,0.022,-1.62,0.008,-2.492
89.4,-0.048,0.027,-0.025,-1.564,-0.019,0.141
68.6,-0.016,-0.002,0.005,-1.547,0.006,1.933
112.4,-0.041,0.007,-0.003,-1.526,0.02,0.27
77.1,0.027,0.051,-0.002,-1.599,-0.029,-0.182
100.1,-0.028,-0.01,0.015,-1.553,0.009,-2.679
96.6,-0.024,-0.02,-0.002,-1.605,-0.104,-2.663
104.6,-0.01,0.027,0,-1.591,0.003,0.257
138.2,-0.008,-0.005,0.02,-1.534,0.047,-2.369
132.4,0.011,-0.012,0.003,-1.606,-0.071,0.265
90.1,0.042,-0.052,-0.047,-1.512,0.069,1.316
86.9,0.002,-0.023,-0.015,-1.546,0.017,0.019
92.8,-0.045,-0.017,-0.003,-1.573,-0.052,-2.689
88.5,-0.002,-0.01,0.009,-1.504,-0.012,0.102
101.8,-0.02,0.017,-0.054,-1.529,-0.034,0.504
133.2,0.032,0.024,-0.038,-1.533,-0.089,0.426
91,0.002,-0.012,-0.001,-1.57,0.051,-0.988
141.7,0.012,0.051,0.018,-1.541,0.053,-2.348
90,0,-0.048,-0.011,-1.527,0.054,1.512
92.4,-0.017,-0.033,0.014,-1.556,-0.021,-0.032
98.7,-0.028,-0.002,-0.025,-1.575,-0.026,2.961
92.9,-0.013,-0.049,0.023,-1.563,0.003,1.426
118.6,0.004,0.011,-0.005,-1.631,0.039,0.218
87.2,-0.032,0.029,0.007,-1.532,-0.035,-0.822
85.2,-0.023,0,-0.004,-1.618,-0.024,0.321
98.9,0.012,-0.021,0.002,-1.547,-0.027,2.028
103.6,-0.016,-0.064,-0.004,-1.531,0.01,-1.217
88,-0.029,0.002,0,-1.602,0.065,0.611
84.1,-0.031,0.003,0.01,-1.608,0.008,-0.366
71.5,-0.01,0.251,0.007,-1.616,0.116,-2.539
120.4,0.028,0.016,0.062,-1.568,-0.009,2.572
80.7,-0.025,0.03,0.002,-1.572,-0.011,-0.477
67.3,-0.115,-0.025,0.073,-1.617,-0.024,-0.829
87,-0.091,-0.432,-0.003,-1.519,-0.443,-0.373
103.9,0.011,-0.017,0.034,-1.571,-0.002,-3.094
94.2,-0.034,0.004,0.001,-1.576,0.012,-3.071
84.1,-0.011,0.02,-0.015,-1.51,0.002,0.442
111.6,-0.005,0.009,-0.004,-1.622,0.015,0.199
90.8,-0.011,0.008,-0.013,-1.499,-0.01,0.667
135.6,-0.069,-0.019,0.017,-1.543,-0.007,0.337
83.2,-0.013,-0.01,-0.022,-1.576,-0.017,1.98
83.4,-0.03,0.01,-0.002,-1.625,-0.047,-0.079
120.3,0.015,0.011,-0.023,-1.534,0.015,2.544
80.7,-0.008,-0.013,0.012,-1.49,0.004,-3.105
85.8,-0.019,0.018,0.011,-1.56,0.007,0.579
92.7,-0.011,-0.024,-0.033,-1.508,0.057,-0.649
82.3,-0.013,0.004,-0.005,-1.522,0.017,0.033
107.5,-0.051,-0.013,0.015,-1.498,0.018,1.541
94.6,-0.009,0.009,0.011,-1.561,0.02,-0.666
92.1,0.009,-0.048,0.033,-1.605,0.024,-0.726
78.2,-0.014,-0.004,-0.003,-1.601,0.009,0.171
100.4,-0.026,0.021,-0.009,-1.511,-0.022,0.045
92.2,0.005,0.022,-0.043,-1.617,0.012,0.284
127.3,-0.076,-0.366,-0.05,-1.568,-0.345,-0.431
84.3,-0.014,-0.013,0.055,-1.541,-0.028,1.15
87,0.001,0.015,0.008,-1.56,-0.003,2.071
82.8,-0.035,-0.021,0.036,-1.567,-0.039,1.6
117.5,-0.021,-0.012,-0.05,-1.563,0.016,-0.704
89.6,-0.017,0.014,-0.004,-1.604,-0.078,0.234
84.4,-0.002,-0.002,-0.009,-1.525,-0.026,1.112
102.2,-0.023,0.008,-0.034,-1.533,0.025,-3.046
79.6,-0.004,-0.046,0.074,-1.559,0.032,2.609
84,-0.02,-0.024,0.018,-1.574,-0.046,-0.412
100,-0.001,0.028,0.001,-1.527,0.006,1.889
109.7,0.007,0.004,0.013,-1.552,0.001,2.609
85.6,0.008,0,0.02,-1.551,-0.003,0.044
85.8,0.002,0.004,-0.001,-1.605,-0.012,0.316
107.5,0.007,0.014,0.001,-1.595,-0.008,1.866
77.8,-0.043,-0.025,-0.029,-1.494,0.012,-0.902
80.4,-0.003,-0.003,-0.006,-1.562,-0.007,-0.108
123.1,-0.031,0.022,0.011,-1.552,-0.03,-0.145
82,0.011,-0.001,-0.007,-1.541,0.02,2.908
130.9,0.04,-0.011,-0.015,-1.517,-0.075,0.394
90.8,-0.009,0.003,-0.017,-1.619,0.064,-0.025
89.9,-0.011,-0.016,0.003,-1.56,-0.043,1.863
89.4,-0.007,0.003,0.008,-1.493,-0.024,1.739
74.3,-0.005,-0.014,0.006,-1.569,0.017,2.951
83.1,-0.036,0.011,0.023,-1.696,-0.01,0.047
105.2,-0.031,0.009,-0.031,-1.55,-0.013,-0.054
95.5,-0.006,-0.014,-0.011,-1.552,0.016,0.003
106.2,-0.036,-0.005,-0.044,-1.583,0.024,-0.021
114.5,0.004,-0.004,0,-1.551,-0.157,-2.814
97.6,-0.009,0.018,0.007,-1.575,0.011,3.082
93.1,-0.015,-0.053,-0.019,-1.501,-0.039,1.605
103.8,-0.01,0.02,-0.024,-1.552,-0.03,3.136
89.7,0.012,-0.011,-0.012,-1.563,-0.024,-1.04
87.5,-0.006,0.031,0.014,-1.583,0.069,0.652
96.7,0.024,0.009,0.004,-1.591,0.023,0.369
73.6,0.024,0.002,0.006,-1.596,0.011,-0.102
112,0.008,-0.003,-0.019,-1.522,0.017,2.411
107.3,-0.018,0.016,-0.022,-1.568,0,-0.825
86.1,-0.039,0.028,-0.012,-1.566,-0.029,1.685
59.8,0.017,0.018,-0.018,-1.541,0.119,-0.846
90,-0.031,-0.05,-0.003,-1.527,-0.002,2.158
53.5,-0.059,-0.023,-0.005,-1.417,0.019,-2.981
91.4,-0.019,0.029,0.002,-1.552,0.025,0.069
92.8,-0.025,0.034,0.035,-1.537,0.017,0.103
74.8,-0.012,0.018,-0.013,-1.528,0.011,2.43
96.3,-0.022,-0.007,0.006,-1.533,-0.015,0.272
80.2,-0.016,0.018,0.009,-1.557,0,-0.154
96,-0.001,0.014,-0.023,-1.553,-0.049,-2.802
95.1,-0.026,-0.035,-0.019,-1.555,0.015,-2.104
117.3,0.012,0.004,-0.003,-1.547,-0.065,-2.728
79.8,-0.016,0.017,-0.005,-1.5,-0.038,-2.881
103.8,-0.009,-0.004,0.005,-1.563,-0.003,-2.77
90.4,-0.033,-0.003,-0.023,-1.569,-0.035,1.845
126.7,-0.004,0.002,-0.009,-1.555,-0.042,-2.909
100.3,-0.015,0.017,0.056,-1.555,0.015,-3.053
57.2,-0.052,-0.172,-0.389,-1.887,0.087,2.178
109.9,0.012,0,0,-1.521,-0.007,-1.243
98.6,-0.009,-0.035,-0.022,-1.564,-0.026,2.775
95.8,-0.046,0.004,-0.004,-1.662,-0.09,-0.989
105.8,-0.021,0.011,0.012,-1.569,-0.009,3.117
68.3,-0.045,0.023,0.05,-1.616,-0.003,-0.078
98.7,0.003,0.007,-0.005,-1.612,-0.012,1.801
90.2,-0.057,0.033,0.009,-1.61,-0.022,-0.907
54.4,0.01,0.03,-0.03,-1.597,0.226,0.284
95.8,-0.017,0.037,-0.002,-1.535,-0.027,-2.79
89.6,-0.028,0.085,-0.033,-1.523,0.005,2.034
99,-0.036,0.033,-0.017,-1.51,-0.009,1.14
91.6,-0.097,-0.465,-0.026,-1.575,-0.427,-0.46
86.8,0.018,0.02,0.007,-1.569,-0.04,-0.275
83.4,-0.047,0.013,0.039,-1.516,0.041,1.527
123.2,0.015,0.021,0.013,-1.578,0.014,-3.04
121.8,-0.005,-0.001,0.008,-1.558,0.015,2.428
118.4,-0.014,-0.023,-0.022,-1.519,0.006,2.439
119.8,-0.045,-0.002,-0.002,-1.536,-0.019,-2.309
102.3,-0.001,-0.006,0.006,-1.573,-0.042,-0.161
94.9,-0.04,0.017,-0.028,-1.54,0.008,-0.771
122.9,-0.061,-0.429,-0.053,-1.586,-0.351,-0.429
75.4,-0.008,0.019,-0.01,-1.606,0.028,0.279
87.4,-0.029,-0.006,0.032,-1.554,0.008,1.449
112.2,-0.011,-0.035,-0.013,-1.551,-0.013,2.293
86.7,-0.007,0.014,0.011,-1.535,-0.011,-0.003
94,-0.018,-0.038,0.003,-1.594,-0.011,-0.065
73.1,-0.036,0.037,-0.003,-1.531,-0.11,-0.087
106.1,-0.002,0.02,0.023,-1.576,-0.012,2.597
91.8,0.003,0.024,0.008,-1.507,0.014,-0.957
80.7,-0.042,0.02,-0.008,-1.525,-0.038,-0.573
85.8,0.01,-0.014,-0.016,-1.529,0.021,0.438
82.5,-0.003,-0.005,-0.003,-1.617,0.04,0.413
90.8,-0.006,-0.097,-0.016,-1.594,0.008,1.808
94.7,-0.001,-0.003,-0.028,-1.52,-0.019,-2.093
84.6,0.004,0.02,-0.01,-1.515,-0.024,-2.794
102.5,-0.001,0.02,-0.004,-1.54,0.009,2.096
123.3,-0.03,-0.029,-0.041,-1.537,0.032,0.092
119.2,0.003,0.022,-0.038,-1.627,-0.005,1.796
99.3,-0.025,0.017,-0.003,-1.571,-0.027,1.799
124.8,0.02,-0.008,-0.072,-1.569,0.007,2.577
84,-0.002,0.006,-0.01,-1.57,-0.033,1.106
91.9,0.029,0.001,0.006,-1.576,0.017,0.313
82.2,-0.008,-0.028,0.002,-1.523,0.056,1.821
105.7,-0.009,0.021,0.002,-1.584,0.002,-2.958
120.5,-0.036,-0.043,0.02,-1.583,0.004,2.852
108.9,-0.02,-0.001,-0.011,-1.575,0.023,1.838
90.2,0.009,0.001,-0.021,-1.583,0.003,0.333
98.8,-0.013,-0.041,0.003,-1.561,-0.001,1.169
90.1,0,-0.036,0.026,-1.516,0.043,-1.496
106,-0.038,-0.01,0.001,-1.587,-0.042,-0.15
92.4,-0.041,-0.029,-0.015,-1.528,0.008,-0.036
86.5,-0.021,-0.011,-0.005,-1.508,-0.032,1.896
91.7,-0.094,0.04,-0.026,-1.522,0.031,-1.29
75.9,-0.098,-0.029,0.041,-1.592,0.001,-0.534
85.2,-0.002,0.017,-0.003,-1.593,-0.013,-0.367
115.6,-0.03,0.027,-0.003,-1.545,0.022,-1.23
72.4,-0.024,-0.021,0.053,-1.461,0.029,2.638
77.9,-0.077,-0.165,-0.066,-1.594,-0.368,-0.677
114.7,0.013,-0.011,-0.005,-1.578,0.024,-1.193
114.1,0.121,0.036,0,-1.55,-0.017,-2.38
116.1,-0.04,-0.004,0.025,-1.625,-0.024,2.094
80.1,0.022,0.002,0.004,-1.573,0.015,0.357
90.8,0.019,0.013,0.001,-1.574,-0.027,1.162
75.4,0.01,-0.002,0.026,-1.539,0.001,-1.273
93.8,-0.035,-0.005,0.012,-1.603,-0.039,0.261
88.6,0.02,0.025,-0.003,-1.433,0.005,-1.921
110.4,-0.022,0.025,0.016,-1.561,0.027,-1.244
84.7,-0.11,-0.443,-0.037,-1.574,-0.446,-0.413
81.9,-0.015,0.018,-0.002,-1.501,0.011,-0.39
94.5,-0.02,-0.022,0.011,-1.53,-0.033,-2.286
88.6,-0.002,0.021,0.018,-1.58,0.045,-2.035
93.7,-0.005,0,0.014,-1.597,0.038,-1.301
90.5,-0.01,0.034,0.014,-1.576,-0.02,-0.439
92.6,-0.046,-0.008,-0.01,-1.575,-0.018,-0.896
93.9,-0.042,-0.011,0.005,-1.546,-0.01,-2.916
57.1,-0.019,0.081,-0.018,-1.586,0.014,2.973
89,-0.005,-0.005,0.023,-1.49,-0.025,-2.596
122,0.044,-0.058,-0.016,-1.565,-0.034,1.828
99.2,-0.015,-0.008,-0.001,-1.58,-0.007,0.056
91.9,-0.017,-0.005,-0.005,-1.575,-0.038,-0.081
122.5,-0.011,-0.048,0.002,-1.551,-0.018,-0.705
92.6,0.002,-0.01,-0.002,-1.541,-0.006,0.914
86.7,-0.087,-0.478,-0.027,-1.61,-0.406,-0.409
94.1,-0.019,-0.008,-0.006,-1.56,0.025,-1.304
120.6,-0.031,0.005,0.003,-1.593,-0.028,2.4
99.8,-0.006,-0.015,0.01,-1.555,-0.01,-2.844
89.9,-0.009,0.008,0.009,-1.544,-0.029,-0.289
80.8,-0.017,0.016,-0.019,-1.515,-0.062,-1.666
102.7,0.024,0.011,-0.012,-1.542,-0.054,-1.413
93,0.004,-0.022,0.023,-1.577,0.021,-2.773
104.5,-0.032,0.015,0.022,-1.565,-0.004,-0.357
75.5,0.007,-0.043,-0.063,-1.561,-0.021,-0.487
121.7,0.027,0.008,0.012,-1.55,0.02,2.625
74.7,-0.002,0,-0.011,-1.513,-0.002,3.002
84.4,0.022,-0.004,-0.008,-1.521,0.008,-2.712
76.6,-0.007,0.071,0.003,-1.601,0.019,0.325
84.4,-0.028,-0.005,0.018,-1.561,0.014,-2.988
132.8,-0.067,0.005,0.014,-1.543,-0.07,-2.672
88.4,-0.004,-0.032,-0.02,-1.543,0.003,-1.443
98.1,0.007,0.006,-0.014,-1.569,0.004,-2.562
99.2,-0.014,0.005,-0.008,-1.538,0.003,0.817
87.3,-0.023,0.069,-0.051,-1.608,0.03,-2.452
79.3,-0.003,0.029,-0.009,-1.542,0.032,-1.376
94.3,-0.037,0.015,0.008,-1.597,0.004,-0.098
86.6,-0.011,0.006,0.011,-1.568,-0.009,1.446
116.9,-0.018,-0.008,-0.003,-1.562,-0.028,-2.831
91.2,-0.059,-0.025,0.011,-1.565,-0.094,-1.169
81,-0.164,0.032,-0.27,-1.696,0.264,1.26
89.3,-0.014,-0.017,-0.003,-1.575,-0.05,-0.833
97.1,-0.019,0.053,-0.02,-1.558,-0.012,0.097
123.4,-0.018,-0.023,-0.044,-1.579,0.024,0.153
114.4,-0.012,0.025,-0.018,-1.564,-0.049,-2.844
80.2,0.005,-0.028,-0.025,-1.594,0.01,0.167
90.4,-0.011,0.006,-0.02,-1.59,0.008,0.13
84.5,0.014,-0.016,-0.007,-1.503,-0.022,-0.97
78.9,-0.004,-0.023,-0.037,-1.576,0.015,3.007
89.3,-0.092,-0.355,0.026,-1.475,-0.388,-0.384
99.1,-0.015,-0.003,-0.006,-1.56,0.026,3.139
79.6,-0.019,-0.008,-0.011,-1.569,0.02,2.943
142.2,-0.065,-0.006,-0.009,-1.547,0.051,-2.246
87.1,-0.056,-0.023,0.018,-1.562,0.027,-1.381
110.4,-0.016,-0.006,-0.003,-1.555,0.027,2.45
89.5,-0.114,-0.419,-0.025,-1.548,-0.441,-0.346
85.1,-0.016,-0.017,0.028,-1.591,0.016,-0.099
128.4,-0.045,0.013,-0.009,-1.54,0.062,-2.771
93.3,-0.017,-0.034,-0.004,-1.615,-0.058,-0.019
95,-0.002,-0.014,0.01,-1.578,0.012,0.159
104,-0.022,-0.007,0.024,-1.635,-0.056,1.843
108.1,-0.024,-0.023,-0.006,-1.572,0.046,0.031
84,0.026,0.012,0.004,-1.551,0.013,-0.932
55.2,-0.004,-0.002,-0.096,-1.39,0.03,3.07
109.8,-0.017,0.02,-0.01,-1.536,-0.031,1.637
91.8,-0.049,0.01,-0.002,-1.512,-0.064,-1.154
84,-0.003,0.023,-0.015,-1.557,-0.03,0.446
91.5,-0.006,-0.002,-0.013,-1.508,-0.026,0.901
105.6,-0.004,-0.009,0.005,-1.545,0.015,-1.251
90.8,-0.055,-0.002,-0.02,-1.568,0.011,0.682
100,-0.04,0,0.007,-1.608,0.009,-0.025
105.1,-0.004,-0.01,0.016,-1.569,-0.009,0.318
91.8,0.024,-0.017,-0.02,-1.509,-0.014,0.546
96.7,-0.025,-0.019,-0.005,-1.517,-0.01,0.784
85.1,0.009,-0.015,0.019,-1.504,-0.012,1.004
66.6,-0.02,0.01,-0.023,-1.625,0.139,-1.529
91.2,0.027,0.008,-0.006,-1.496,-0.094,-1.047
78.2,-0.089,0.005,0.021,-1.599,0.01,2.918
78.2,-0.018,-0.025,0.012,-1.534,0.033,2.905
89.8,-0.009,-0.011,-0.014,-1.55,0.042,1.824
80,-0.003,0.015,-0.013,-1.568,-0.009,2.94
122.5,0.006,-0.043,0.005,-1.508,-0.017,2.374
74.1,-0.025,-0.025,-0.044,-1.584,-0.033,-2.05
116.2,-0.028,-0.004,0.007,-1.551,-0.017,3.127
91.2,-0.083,0.04,-0.012,-1.554,0.011,-0.036
116.3,-0.016,-0.026,0.036,-1.546,0.02,2.943
90.6,-0.059,0.019,-0.034,-1.515,-0.032,1.15
90,-0.001,0.014,0.016,-1.536,0.027,-0.847
87.7,-0.018,0.003,-0.001,-1.563,-0.048,-0.586
88.4,0.005,0.004,0.026,-1.536,0.02,0.042
112.9,-0.019,0.004,-0.013,-1.604,-0.007,-0.498
83.7,-0.008,0.016,-0.044,-1.546,-0.008,0.031
89.7,-0.023,0.011,0.022,-1.545,0.013,-2.867
77,-0.028,0.019,0.021,-1.569,-0.025,-0.188
110.9,-0.032,-0.045,0.032,-1.57,0.015,1.923
118,-0.029,-0.004,-0.009,-1.539,-0.033,2.449
64.5,-0.09,0.018,0.06,-1.522,-0.02,-1.599
89.5,0.013,0.013,-0.007,-1.588,-0.018,0.115
85.4,-0.061,0.011,-0.001,-1.603,-0.04,-0.572
80.7,0.011,-0.039,0.016,-1.538,-0.022,-1.465
146.1,-0.014,0.006,-0.033,-1.57,-0.021,0.494
98.4,0.001,-0.001,0.011,-1.552,0.012,-3.027
52.1,-0.008,-0.014,-0.006,-1.57,-0.011,3.135
91.8,-0.106,-0.006,-0.052,-1.528,-0.049,-0.737
86.4,-0.022,0.002,0.009,-1.605,0.033,0.115
112.5,-0.007,-0.015,0.015,-1.486,-0.009,2.762
86.3,-0.001,-0.004,-0.006,-1.524,0.01,1.997
121.1,-0.048,-0.024,0.006,-1.581,0.088,0.621
94,-0.045,0.005,-0.003,-1.586,0.032,-0.694
81,-0.021,-0.001,0,-1.586,-0.029,-0.639
86.9,-0.014,-0.02,-0.001,-1.546,-0.011,0.354
89.9,-0.036,0.021,0.042,-1.541,-0.014,1.999
93.4,-0.005,-0.116,-0.024,-1.521,-0.041,-0.683
102.6,-0.077,0.01,0.014,-1.55,-0.046,0.207
95,-0.006,-0.047,-0.073,-1.534,0.013,2.019
113.4,-0.002,0.045,-0.009,-1.589,0.016,3.138
